学号,姓名,性别,民族,政治面貌,出生日期,手机,邮箱,年级,学院,专业,班级,生源地,辅导员工号
202400455,廖亦驰,男,满族,群众,2006-04-04,13514058719,202400455@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,安徽合肥,C0006
202400456,谭泽楷,男,汉族,共青团员,2006-06-24,13245166558,202400456@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,山东烟台,C0006
202400457,段紫萱,女,汉族,共青团员,2006-07-15,17448178473,202400457@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,辽宁大连,C0006
202400458,江天佑,男,回族,预备党员,2006-12-08,13088815849,202400458@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,山西太原,C0006
202400459,邱文博,男,汉族,群众,2006-10-04,13348620132,202400459@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,山东济南,C0006
202400460,严博文,男,蒙古族,预备党员,2006-08-11,18377540341,202400460@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,安徽合肥,C0006
202400461,韦雨泽,男,汉族,共青团员,2006-10-09,15737370986,202400461@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,河南郑州,C0006
202400462,万景行,男,壮族,共青团员,2006-05-23,15696074658,202400462@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,辽宁大连,C0006
202400463,张鸿飞,男,壮族,群众,2006-02-28,19827747305,202400463@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,山东淄博,C0006
202400464,戴立群,男,汉族,共青团员,2006-09-13,13355912302,202400464@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,河南郑州,C0006
202400465,汪庆丰,男,汉族,群众,2006-02-19,17325436287,202400465@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,黑龙江哈尔滨,C0006
202400466,尹承宇,男,满族,共青团员,2006-12-18,18436837326,202400466@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,吉林长春,C0006
202400467,武晓萱,女,满族,共青团员,2006-01-04,19581927431,202400467@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,安徽合肥,C0006
202400468,方朗峰,男,满族,共青团员,2006-06-02,19476065617,202400468@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,山东济宁,C0006
202400469,林明哲,男,汉族,共青团员,2006-02-10,13732622059,202400469@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,山西太原,C0006
202400470,闫志强,男,汉族,预备党员,2006-10-22,13596824442,202400470@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2401班,黑龙江哈尔滨,C0006
202400471,侯致远,男,回族,共青团员,2006-11-08,18446537384,202400471@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山西太原,C0006
202400472,钟沛东,男,汉族,共青团员,2006-10-07,15397761115,202400472@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,黑龙江哈尔滨,C0006
202400473,武雨泽,男,汉族,共青团员,2006-02-19,19375885815,202400473@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济宁,C0006
202400474,周沛东,男,汉族,共青团员,2006-09-06,17628938001,202400474@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济南,C0006
202400475,杜博文,男,汉族,群众,2006-05-15,15040080010,202400475@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,河北石家庄,C0006
202400476,张庆丰,男,汉族,共青团员,2006-10-06,17201720579,202400476@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,江苏徐州,C0006
202400477,贺子轩,男,回族,共青团员,2006-03-05,17372166356,202400477@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山西太原,C0006
202400478,韦雪晴,女,朝鲜族,群众,2006-09-21,15695733093,202400478@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,河北石家庄,C0006
202400479,戴博文,男,汉族,共青团员,2006-08-20,19828642786,202400479@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东淄博,C0006
202400480,汤博文,男,回族,共青团员,2006-08-16,17415412918,202400480@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东烟台,C0006
202400481,侯静姝,女,汉族,群众,2006-08-14,17434455466,202400481@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东临沂,C0006
202400482,侯昊天,男,壮族,共青团员,2006-06-11,17498024222,202400482@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山西太原,C0006
202400483,郝俊杰,男,汉族,共青团员,2006-11-09,19866970893,202400483@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东青岛,C0006
202400484,林朗峰,男,汉族,共青团员,2006-07-04,18240649634,202400484@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,安徽合肥,C0006
202400485,卢天佑,男,回族,群众,2006-09-08,13945333654,202400485@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济南,C0006
202400486,薛天佑,男,汉族,群众,2006-06-04,18259534120,202400486@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,江苏徐州,C0006
202400487,范雨桐,女,汉族,共青团员,2006-04-24,19601625284,202400487@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济宁,C0006
202400488,朱志强,男,朝鲜族,共青团员,2006-01-08,15334648509,202400488@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济宁,C0006
202400489,徐思远,男,汉族,预备党员,2006-09-11,19065637220,202400489@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,河南郑州,C0006
202400490,任振宇,男,汉族,共青团员,2006-08-13,18955659708,202400490@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,江苏徐州,C0006
202400491,武鸿飞,男,汉族,共青团员,2006-07-12,19283425949,202400491@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济南,C0006
202400492,周书航,男,壮族,共青团员,2006-09-17,18155891119,202400492@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,河南郑州,C0006
202400493,姜芷若,女,壮族,共青团员,2006-04-14,17914288172,202400493@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东潍坊,C0006
202400494,段亦驰,男,蒙古族,群众,2006-10-26,19530175900,202400494@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,河南郑州,C0006
202400495,黄庆丰,男,朝鲜族,群众,2006-12-01,19474593612,202400495@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济宁,C0006
202400496,林雪晴,女,汉族,预备党员,2006-01-13,17170438667,202400496@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,吉林长春,C0006
202400497,秦向阳,男,汉族,共青团员,2006-06-03,19202697239,202400497@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,辽宁大连,C0006
202400498,程采薇,女,汉族,预备党员,2006-05-04,13368306357,202400498@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东淄博,C0006
202400499,顾鸿飞,男,满族,共青团员,2006-12-07,19124105884,202400499@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济南,C0006
202400500,龙书航,男,朝鲜族,群众,2006-05-11,15608948895,202400500@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东潍坊,C0006
202400501,江静姝,女,汉族,共青团员,2006-01-02,18086984564,202400501@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东青岛,C0006
202400502,戴昊天,男,蒙古族,共青团员,2006-09-12,13491512501,202400502@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,吉林长春,C0006
202400503,莫婉清,女,回族,共青团员,2006-04-28,17402230733,202400503@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东淄博,C0006
202400504,高鸿飞,男,汉族,群众,2006-01-10,15026285500,202400504@hitwh.edu.cn,2024级,汽车工程学院,能源与动力工程,能动2402班,山东济宁,C0006
202400505,闫向阳,男,汉族,共青团员,2006-08-14,15297728220,202400505@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,安徽合肥,C0010
202400506,顾梦琪,女,汉族,共青团员,2006-03-03,19254191768,202400506@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,安徽合肥,C0010
202400507,王嘉树,男,汉族,预备党员,2006-02-11,18088114387,202400507@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东青岛,C0010
202400508,高文博,男,壮族,共青团员,2006-11-09,19489119216,202400508@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,河南郑州,C0010
202400509,张慕青,女,汉族,群众,2006-10-03,13431157618,202400509@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,安徽合肥,C0010
202400510,秦嘉树,男,汉族,群众,2006-10-12,13758052971,202400510@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东烟台,C0010
202400511,叶沛东,男,朝鲜族,共青团员,2006-03-24,19829632357,202400511@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,辽宁大连,C0010
202400512,魏博文,男,汉族,共青团员,2006-06-21,19730792191,202400512@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东烟台,C0010
202400513,石天佑,男,汉族,共青团员,2006-04-10,19061086618,202400513@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,吉林长春,C0010
202400514,余文博,男,汉族,共青团员,2006-10-10,17190555391,202400514@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,河南郑州,C0010
202400515,许致远,男,汉族,群众,2006-03-19,17595700559,202400515@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东临沂,C0010
202400516,丁庆丰,男,汉族,共青团员,2006-08-14,15607149981,202400516@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,河南郑州,C0010
202400517,方嘉树,男,满族,群众,2006-12-19,13766086167,202400517@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,河南郑州,C0010
202400518,范向阳,男,回族,共青团员,2006-11-18,13394257254,202400518@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山西太原,C0010
202400519,潘嘉树,男,汉族,共青团员,2006-09-22,15731707735,202400519@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,江苏徐州,C0010
202400520,段晓萱,女,蒙古族,共青团员,2006-11-28,18957493068,202400520@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,辽宁大连,C0010
202400521,肖致远,男,朝鲜族,共青团员,2006-07-04,19038198589,202400521@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东济宁,C0010
202400522,顾家豪,男,回族,共青团员,2006-07-05,13112426945,202400522@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东济南,C0010
202400523,钱乐容,女,汉族,共青团员,2006-09-03,15789155837,202400523@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东济南,C0010
202400524,何家豪,男,汉族,共青团员,2006-04-20,18492162889,202400524@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东烟台,C0010
202400525,冯静怡,女,回族,群众,2006-09-19,15856952402,202400525@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,吉林长春,C0010
202400526,钱景行,男,汉族,共青团员,2006-12-26,17623734022,202400526@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,河南郑州,C0010
202400527,马文博,男,汉族,群众,2006-04-18,17422546983,202400527@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东烟台,C0010
202400528,郝海宁,女,汉族,群众,2006-09-27,19745460402,202400528@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东临沂,C0010
202400529,陈亦驰,男,汉族,共青团员,2006-04-15,17461736015,202400529@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,安徽合肥,C0010
202400530,陈沛东,男,汉族,共青团员,2006-07-09,17154140672,202400530@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,辽宁大连,C0010
202400531,闫慧中,女,汉族,群众,2006-07-21,19848569815,202400531@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,安徽合肥,C0010
202400532,谭景行,男,壮族,共青团员,2006-12-21,17400335953,202400532@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,安徽合肥,C0010
202400533,曾博文,男,蒙古族,共青团员,2006-06-02,18972669150,202400533@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,黑龙江哈尔滨,C0010
202400534,邵映真,女,汉族,共青团员,2006-09-03,17462760070,202400534@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,辽宁大连,C0010
202400535,蒋依琳,女,蒙古族,共青团员,2006-07-05,19196635212,202400535@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东青岛,C0010
202400536,韦志强,男,汉族,共青团员,2006-03-27,19916696218,202400536@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东淄博,C0010
202400537,付家豪,男,壮族,共青团员,2006-03-08,15746530788,202400537@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2401班,山东淄博,C0010
202400538,莫雪晴,女,汉族,预备党员,2006-05-15,17217490210,202400538@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山东济南,C0010
202400539,高思远,男,满族,共青团员,2006-09-12,13493646572,202400539@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,黑龙江哈尔滨,C0010
202400540,夏书航,男,朝鲜族,共青团员,2006-03-15,15741472613,202400540@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山西太原,C0010
202400541,夏天佑,男,壮族,共青团员,2006-03-03,19562513896,202400541@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山东淄博,C0010
202400542,史向阳,男,汉族,共青团员,2006-11-18,19597427948,202400542@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,河北石家庄,C0010
202400543,夏沛东,男,汉族,共青团员,2006-03-05,15614103213,202400543@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山东临沂,C0010
202400544,任语嫣,女,壮族,共青团员,2006-11-03,17486145891,202400544@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,河南郑州,C0010
202400545,周乐容,女,汉族,共青团员,2006-04-23,18533814603,202400545@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山东烟台,C0010
202400546,郑乐容,女,回族,共青团员,2006-03-11,15574858383,202400546@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,江苏徐州,C0010
202400547,叶书瑶,女,汉族,共青团员,2006-01-14,17033419194,202400547@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,辽宁大连,C0010
202400548,姚乐容,女,汉族,预备党员,2006-04-23,19847670325,202400548@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,辽宁大连,C0010
202400549,石宗翰,男,汉族,群众,2006-06-13,18976878664,202400549@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山东烟台,C0010
202400550,钱向阳,男,回族,共青团员,2006-05-05,19802735573,202400550@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山东潍坊,C0010
202400551,曹立群,男,满族,共青团员,2006-01-10,13312870945,202400551@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山西太原,C0010
202400552,莫浩然,男,汉族,共青团员,2006-05-18,18389687232,202400552@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,河南郑州,C0010
202400553,丁志强,男,汉族,共青团员,2006-06-26,15778548993,202400553@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,山东济南,C0010
202400554,刘博文,男,汉族,共青团员,2006-08-18,13928083476,202400554@hitwh.edu.cn,2024级,汽车工程学院,机械设计制造及其自动化,机电2402班,吉林长春,C0010
